,eventId,created,startExpect,endExpect,start,end,cp,category,description,sids,lng,lat,accident_sid
6,3734435,2020-11-21 11:26:00,2020-11-21 11:24:00,2020-11-21 11:44:00,,,tbs 교통방송,ACCIDENT,"강변북로 (구리 → 일산) 영동대교 조금 지난 지점 4차로 승용차,화물차관련 추돌사고로 정체",[1030000402],127.053098,37.535311,1030000402
5,3734467,2020-11-21 14:09:33,2020-11-21 13:48:00,2020-11-21 14:18:00,,,경찰청(UTIC),ACCIDENT,[사고] 반포대로 반포대교고가차도 에서 강남성모병원 방향 3차로 교통사고 주의운전,[1210025002],127.002561585615,37.5030938148511,1210025002
10,3734643,2020-11-21 22:13:00,2020-11-21 22:11:00,2020-11-21 22:31:00,,,tbs 교통방송,ACCIDENT,성산대교 (남단 → 북단) 1차로 추돌사고 처리작업으로 정체,[1130052300],126.891257,37.552139,1130052300
46,3734676,2020-11-22 09:03:00,2020-11-22 09:02:00,2020-11-22 09:22:00,,,tbs 교통방송,ACCIDENT,서부간선도로 (안양 → 성산대교) 양평교 조금 못 간 지점 1차로 추돌사고로 정체,[1180003003],126.889997,37.538975,1180003003
43,3734698,2020-11-22 10:12:21,2020-11-22 10:05:00,2020-11-22 10:35:00,,,경찰청(UTIC),ACCIDENT,[사고] 종암로 국민은행종암동지점 에서 영희피아노학원 방향 4차로 교통사고 주의운전,[1070010402],127.034451671405,37.5992903689342,1070010402
40,3734832,2020-11-22 10:51:00,2020-11-22 10:48:00,2020-11-22 11:08:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 (하남 → 공항) 한남대교 조금 지난 지점 3차로 승용차,화물차 추돌사고 처리작업으로 정체",[1210005304],127.013586,37.521627,1210005304
47,3734834,2020-11-22 11:09:00,2020-11-22 11:08:00,2020-11-22 11:28:00,,,tbs 교통방송,ACCIDENT,동부간선도로 의정부방면 (상계교 → 노원교) 2차로 화물차관련 추돌사고로 정체,[1100005401],127.051513,37.665784,1100005401
54,3734861,2020-11-22 12:48:28,2020-11-22 12:39:00,2020-11-22 13:09:00,,,경찰청(UTIC),ACCIDENT,[사고] 통일로 홍제삼거리 에서 홍은사거리 방향 3차로 교통사고 택시-승용차. 후미 지체,[1120013402],126.942333810849,37.5904721511578,1120013402
56,3734939,2020-11-22 14:11:00,2020-11-22 14:09:00,2020-11-22 14:29:00,,,tbs 교통방송,ACCIDENT,동부간선도로 (의정부 → 성수대교) 응봉교부근 4차로 승용차끼리 추돌사고로 또 다른 사고위험,[1030001902],127.035929,37.547913,1030001902
41,3734942,2020-11-22 14:36:00,2020-11-22 14:35:00,2020-11-22 14:55:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (한남대교 → 반포대교) 2차로 승용차끼리 추돌사고로 또 다른 사고위험,[1210005304],127.013586,37.521627,1210005304
45,3735057,2020-11-22 20:24:00,2020-11-22 20:21:00,2020-11-22 20:41:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (한남대교 → 반포대교) 2차로 승용차끼리 추돌사고로 정체,[1210005301],127.006911,37.515645,1210005301
84,3735122,2020-11-23 08:44:24,2020-11-23 08:38:00,2020-11-23 09:08:00,,,경찰청(UTIC),ACCIDENT,[사고] 동부간선도로 탄천2교 에서 청담대교남단 방향 3차로 교통사고 주의운행,[1220003000],127.06803088907,37.5082505273487,1220003000
79,3735617,2020-11-23 10:44:00,2020-11-23 10:32:00,2020-11-23 11:02:00,,,경기도 교통정보센터,ACCIDENT,"[사고] 구리시 강변북로 (구리방향) 광진교 → 아천IC  2,3차로 통제,  사고",[2210066900],127.12330274,37.5694196794799,2210066900
69,3735629,2020-11-23 11:22:27,2020-11-23 10:55:00,2020-11-23 11:25:00,,,경찰청(UTIC),ACCIDENT,[사고] 월드컵로 망원우체국 에서 마포구청역 방향 3차로 고장 차량 주의운전,[1130019202],126.90443875682,37.5624852022607,1130019202
68,3736221,2020-11-23 16:46:27,2020-11-23 16:36:00,2020-11-23 17:06:00,,,경찰청(UTIC),ACCIDENT,[사고] 수색로 수색차량사무소입구 에서 수색교 방향 4차로 고장 차량 주의운전,[1110004900],126.886122326612,37.5878374643762,1110004900
81,3736226,2020-11-23 16:46:27,2020-11-23 16:44:00,2020-11-23 17:14:00,,,경찰청(UTIC),ACCIDENT,[사고] 일반국도3호선 대원JC 에서 갈현IC 방향 1차로 교통사고 주의운전,[2050002603],127.157667368663,37.4214748666187,2050002603
75,3736227,2020-11-23 16:46:27,2020-11-23 16:43:00,2020-11-23 17:13:00,,,경찰청(UTIC),ACCIDENT,"[사고] 경인로 시티월드앞 에서 동부제강입구 방향 3,4차로 교통사고 오토바이-승용차. 후미 지체",[1160000501],126.835245056603,37.4924552065371,1160000501
80,3736364,2020-11-23 18:21:00,2020-11-23 18:19:00,2020-11-23 18:39:00,,,tbs 교통방송,ACCIDENT,동부간선도로 (성수대교 → 의정부) 용비교부근 2차로 승용차관련 추돌사고로 정체,[1030001402],127.035838,37.547373,1030001402
136,3736508,2020-11-24 07:20:00,2020-11-24 07:19:00,2020-11-24 07:39:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 공항방면 (한남대교 → 반포대교) 3,4차로 승용차,화물차 추돌사고 처리작업으로 정체",[1210005301],127.006436,37.515302,1210005301
147,3736513,2020-11-24 07:26:19,2020-11-24 07:20:00,2020-11-24 07:50:00,,,경찰청(UTIC),ACCIDENT,"[사고] 올림픽대로 한남대교 에서 반포대교 방향 3,4차로 교통사고 주의운전",[1210005301],127.007420270365,37.516077086697,1210005301
152,3736542,2020-11-24 07:39:00,2020-11-24 07:39:00,2020-11-24 07:59:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (성수대교 → 영동대교) 2차로 승용차끼리 추돌사고 처리작업으로 정체,[1220005401],127.049518,37.528879,1220005401
146,3737658,2020-11-24 21:40:00,2020-11-24 21:38:00,2020-11-24 21:58:00,,,tbs 교통방송,ACCIDENT,청담대교 (북단 → 남단) 1차로 승용차관련 추돌사고로 정체,[1040017600],127.064405,37.526746,1040017600
118,3738622,2020-11-25 15:21:00,2020-11-25 15:17:00,2020-11-25 15:37:00,,,tbs 교통방송,ACCIDENT,"[사고] 양화로 (합정역 → 동교동3거리) 홍대입구역4거리 조금 못 간 지점 2차로 승용차,택시 추돌사고로 또 다른 사고위험",[1130002602],126.920384,37.554289,1130002602
131,3738847,2020-11-25 21:05:00,2020-11-25 21:02:00,2020-11-25 21:22:00,,,tbs 교통방송,ACCIDENT,"내부순환로 성수대교방면 (정릉램프 → 길음램프) 3차로 승용차,화물차관련 추돌사고로 정체",[1070000300],127.012276,37.604041,1070000300
96,3738977,2020-11-26 07:31:00,2020-11-26 07:27:00,2020-11-26 07:47:00,,,tbs 교통방송,ACCIDENT,"노들로 (양화교 → 한강대교) 성산대교부근 3차로 승용차,화물차 추돌사고로 정체",[1180116600],126.886354,37.546148,1180116600
102,3739725,2020-11-26 14:07:00,2020-11-26 14:06:00,2020-11-26 14:26:00,,,tbs 교통방송,ACCIDENT,[사고] 올림픽대로 공항방면 (반포대교 → 동작대교) 1차로 승용차끼리 추돌사고로 정체,[1210004500],126.987944,37.505891,1210004500
92,3739729,2020-11-26 14:13:00,2020-11-26 14:10:00,2020-11-26 14:30:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 (공항 → 하남) 반포대교 조금 지난 지점 1,3,4차로 승용차,화물차관련 추돌사고로 정체",[1210005402],127.002228,37.511496,1210005402
132,3740106,2020-11-27 06:58:00,2020-11-27 06:56:00,2020-11-27 07:16:00,,,tbs 교통방송,ACCIDENT,강변북로 (일산 → 구리) 한강대교 조금 못 간 지점 3차로 승용차관련 추돌사고로 정체,[1020000702],126.959921,37.522089,1020000702
121,3740913,2020-11-27 14:10:22,2020-11-27 13:47:00,2020-11-27 14:17:00,,,경찰청(UTIC),ACCIDENT,[사고] 올림픽대로 영동대로올림픽대로진 에서 올림픽대로일반국도47 방향 1차로 교통사고 주의운전,[1220098100],127.055539540717,37.525596328252,1220098100
128,3741000,2020-11-27 15:34:00,2020-11-27 15:24:00,2020-11-27 15:44:00,,,tbs 교통방송,ACCIDENT,[사고] 광명 (철산역앞3거리 → 광성초교입구3거리) 철산역앞 3차로 승용차가 시설물을 들이받은사고 처리작업으로 정체,"[2130030402, 2130031000]",126.868213,37.476143,2130030402
143,3741021,2020-11-27 16:11:00,2020-11-27 16:08:00,2020-11-27 16:28:00,,,tbs 교통방송,ACCIDENT,[사고] 올림픽대로 (하남 → 공항) 한강철교아래 2차로 승용차관련 추돌사고 처리작업으로 정체,[1190000200],126.948951,37.516841,1190000200
138,3741023,2020-11-27 16:22:00,2020-11-27 16:20:00,2020-11-27 16:40:00,,,tbs 교통방송,ACCIDENT,"[사고] 강변북로 (일산 → 구리) 동호대교 조금 지난 지점 1차로 승용차,화물차 추돌사고 처리작업으로 정체",[1030001200],127.022144,37.54206,1030001200
142,3741192,2020-11-27 19:41:26,2020-11-27 19:37:00,2020-11-27 20:07:00,,,경찰청(UTIC),ACCIDENT,[사고] 장충단로 광희동사거리 에서 장충체육관 방향 2차로 교통사고 주의운전,[1010005302],127.005534531027,37.5602307093007,1010005302
35,3741271,2020-11-28 10:21:26,2020-11-28 10:03:00,2020-11-28 10:33:00,,,경찰청(UTIC),ACCIDENT,[사고] 언주로 구룡터널입구 에서 성수대교 방향 1차로 교통사고 지체,[1210007903],127.069156579782,37.4656727431117,1210007903
21,3741689,2020-11-28 16:43:00,2020-11-28 16:41:00,2020-11-28 17:01:00,,,tbs 교통방송,ACCIDENT,영신로 (영등포청과시장4거리 → 영등포경찰서4거리) 추돌사고 처리작업으로 차량통행이 어려우니 우회하시기 바랍니다.,[1180024502],126.901774,37.522974,1180024502
20,3741845,2020-11-29 11:47:24,2020-11-29 11:45:00,2020-11-29 12:15:00,,,경찰청(UTIC),ACCIDENT,[사고] 올림픽대로 한남대교 에서 반포대교 방향 2차로 교통사고,[1210005301],127.011501393081,37.5195929255503,1210005301
12,3742173,2020-11-29 18:28:00,2020-11-29 18:25:00,2020-11-29 18:45:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (영동대교 → 성수대교) 4차로 승용차관련 추돌사고 처리작업으로 또 다른 사고위험,[1220005502],127.040899,37.531477,1220005502
13,3742190,2020-11-29 21:47:00,2020-11-29 21:45:00,2020-11-29 22:05:00,,,tbs 교통방송,ACCIDENT,강변북로 (일산 → 구리) 동부간선도로 진입로 1차로 승용차끼리 3중 추돌사고로 정체,[1030001401],127.030144,37.543185,1030001401
77,3742993,2020-11-30 12:04:00,2020-11-30 12:00:00,2020-11-30 12:20:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 하남방면 (한강대교 → 동작대교) 3차로 승용차,화물차관련 추돌사고로 정체",[1190000101],126.964609,37.510085,1190000101
93,3743009,2020-11-30 13:03:27,2020-11-30 12:51:00,2020-11-30 13:21:00,,,경찰청(UTIC),ACCIDENT,[사고] 국회대로 목동교 에서 경인1지하차도 방향 3차로 교통사고 주의운전,[1140066500],126.888272373322,37.5308549715245,1140066500
90,3743160,2020-11-30 15:11:00,2020-11-30 15:08:00,2020-11-30 15:28:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (영동대교 → 성수대교) 3차로 승용차관련 추돌사고로 정체,[1220005502],127.048885,37.529294,1220005502
80,3743161,2020-11-30 15:11:00,2020-11-30 15:08:00,2020-11-30 15:28:00,,,tbs 교통방송,ACCIDENT,강변북로 일산방면 (마포대교 → 서강대교) 1차로 추돌사고 처리작업으로 서행,[1130034300],126.933319,37.541881,1130034300
82,3743171,2020-11-30 15:47:24,2020-11-30 15:39:00,2020-11-30 16:09:00,,,경찰청(UTIC),ACCIDENT,[사고] 월계로 미아사거리 에서 방천시장입구 방향 2차로 교통사고,[1070016601],127.030547612461,37.6091350472965,1070016601
81,3743172,2020-11-30 15:47:24,2020-11-30 15:42:00,2020-11-30 16:12:00,,,경찰청(UTIC),ACCIDENT,"[사고] 양화로 합장역 에서 서교동사거리 방향 2,3차로 교통사고",[1130002203],126.918164620497,37.5526138285386,1130002203
91,3743319,2020-11-30 15:51:00,2020-11-30 15:48:00,2020-11-30 16:08:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (가양대교 → 성산대교) 3차로 승용차끼리 추돌사고로 서행,[1150002303],126.869539,37.558821,1150002303
76,3743509,2020-11-30 21:38:00,2020-11-30 21:33:00,2020-11-30 21:53:00,,,tbs 교통방송,ACCIDENT,"서부간선도로 (성산대교 → 안양) 양평교부근 1,2차로 승합차관련 추돌사고 처리작업으로 정체",[1180002903],126.889419,37.53974,1180002903
105,3743927,2020-12-01 11:07:03,2020-12-01 11:07:03,2020-12-01 11:37:00,,,국토교통부,ACCIDENT,"[사고] 수도권제1순환선(1000) (2,3차로)승용차사고처리중",[2220751300],127.1551,37.5994,2220751300
112,3744299,2020-12-01 15:30:00,2020-12-01 15:22:00,2020-12-01 15:52:00,,,경기도 교통정보센터,ACCIDENT,"[사고] 올림픽대로 (김포방향) 강일IC → 천호대교  4차로 통제,  차량고장",[1240055101],127.14975085,37.5667086337344,1240055101
109,3744472,2020-12-01 21:43:00,2020-12-01 21:38:00,2020-12-01 21:58:00,,,tbs 교통방송,ACCIDENT,내부순환로 (성산대교 → 성수대교) 길음램프 진출로 승용차사고 처리작업으로 통행이 안되고 있으니 도로이용에 참고하시기 바랍니다.,[1070000300],127.021782,37.601643,1070000300
69,3744687,2020-12-02 09:16:00,2020-12-02 09:12:00,2020-12-02 09:32:00,,,tbs 교통방송,ACCIDENT,"[사고] 경부고속도로 (서울 → 부산) 한남나들목부근 3차로 승용차,버스 추돌사고 처리작업으로 정체",[1210005102],127.017681,37.521662,1210005102
58,3744695,2020-12-02 09:46:00,2020-12-02 09:42:00,2020-12-02 10:02:00,,,tbs 교통방송,ACCIDENT,"[사고] 올림픽대로 (공항 → 하남) 영동대교부근 2,3차로 승용차관련 추돌사고 처리작업으로 정체","[1220005401, 1220005402]",127.054154709269,37.5272715756622,1220005401
67,3745188,2020-12-02 12:40:24,2020-12-02 12:15:00,2020-12-02 13:00:00,,,경찰청(UTIC),ACCIDENT,[사고] 백범로 대흥역 에서 공덕역 방향 1차로 교통사고 주의운전,[1130010903],126.945188386881,37.5464031501131,1130010903
72,3745190,2020-12-02 12:40:24,2020-12-02 12:38:00,2020-12-02 13:08:00,,,경찰청(UTIC),ACCIDENT,"[사고] 한강대로 삼각지역 에서 남영삼거리 방향 3,4차로 교통사고 주의운행",[1020014201],126.974146722828,37.5356577720211,1020014201
73,3745433,2020-12-02 15:02:00,2020-12-02 15:00:00,2020-12-02 15:20:00,,,tbs 교통방송,ACCIDENT,성산대교 (북단 → 남단) 2차로 추돌사고로 정체,[1130052801],126.891504,37.55295,1130052801
50,3745444,2020-12-02 15:21:24,2020-12-02 15:17:00,2020-12-02 15:47:00,,,경찰청(UTIC),ACCIDENT,[사고] 올림픽대로 잠실대교  에서 청담대교  방향 1차로 고장 차량 주의운전,[1230003900],127.086544678245,37.5171673626649,1230003900
44,3745635,2020-12-02 16:55:00,2020-12-02 16:53:00,2020-12-02 17:13:00,,,tbs 교통방송,ACCIDENT,"[사고] 강변북로 (일산 → 구리) 천호대교 조금 못 간 지점 3차로 버스,승용차 추돌사고로 정체",[1040001602],127.106671,37.54323,1040001602
71,3745684,2020-12-02 20:42:00,2020-12-02 20:40:00,2020-12-02 21:00:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (공항 → 하남) 영동대교 조금 못 간 지점 3차로 승용차끼리 추돌사고로 정체,[1220005401],127.049179,37.528951,1220005401
52,3745687,2020-12-02 20:45:22,2020-12-02 20:38:00,2020-12-02 21:08:00,,,경찰청(UTIC),ACCIDENT,[사고] 올림픽대로 성수대교 에서 영동대교 방향 3차로 교통사고 주의운전,[1220005401],127.047244735947,37.5293711740731,1220005401
29,3745760,2020-12-03 06:43:00,2020-12-03 06:40:00,2020-12-03 07:00:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (가양대교 → 염창나들목) 4차로 추돌사고로 정체,[1150002303],126.869358,37.559019,1150002303
14,3745766,2020-12-03 08:10:00,2020-12-03 08:03:00,2020-12-03 08:23:00,,,tbs 교통방송,ACCIDENT,강변북로 (일산 → 구리) 한강대교 조금 못 간 지점 1차로 승용차사고 처리작업으로 정체,[1020000702],126.959728,37.522112,1020000702
24,3745980,2020-12-03 11:24:24,2020-12-03 11:18:00,2020-12-03 11:48:00,,,경찰청(UTIC),ACCIDENT,[사고] 동부간선도로 중랑교 에서 장안교 방향 3차로 교통사고 주의운전,[1050000304],127.073059319844,37.5846882648927,1050000304
32,3746278,2020-12-03 13:25:00,2020-12-03 13:18:00,2020-12-03 13:38:00,,,tbs 교통방송,ACCIDENT,"강변북로 (일산 → 구리) 마포대교부근 3,4차로 승용차관련 3중 추돌후 승용차 1대가 넘어진사고 처리작업으로 정체",[1130000302],126.940791,37.537335,1130000302
12,3746455,2020-12-03 16:51:30,2020-12-03 15:39:00,2020-12-03 17:30:00,,,경찰청(UTIC),ACCIDENT,[사고] 서울외곽순환고속도로 서하남IC동측본선 에서 이성로41번길70 방향 4차로 112.9 Km (서하남IC 방향) 교통사고 12-14 사이km(서하남IC방향),[2270002301],127.1596227,37.5140256,2270002301
33,3746644,2020-12-03 18:21:00,2020-12-03 18:18:00,2020-12-03 18:38:00,,,tbs 교통방송,ACCIDENT,내부순환로 성산대교방면 (연희램프 → 성산램프) 2차로 화물차관련 추돌사고로 정체,[1130006501],126.910502,37.565355,1130006501
25,3746657,2020-12-03 19:35:25,2020-12-03 19:32:00,2020-12-03 20:02:00,,,경찰청(UTIC),ACCIDENT,[사고] 성산로 연세대 에서 세브란스병원 방향 1차로 교통사고,[1120004402],126.939434408843,37.560019337899,1120004402
186,3746751,2020-12-04 06:39:00,2020-12-04 06:34:00,2020-12-04 06:54:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 (공항 → 하남) 영동대교아래 3,4차로 화물차관련 추돌사고 처리작업으로 정체",[1220005402],127.054862,37.526566,1220005402
179,3746788,2020-12-04 08:21:00,2020-12-04 08:17:00,2020-12-04 08:37:00,,,tbs 교통방송,ACCIDENT,강변북로 일산방면 (영동대교 → 성수대교) 5차로 추돌사고 처리작업으로 정체,[1030000402],127.054987,37.534756,1030000402
193,3746931,2020-12-04 10:08:24,2020-12-04 09:48:00,2020-12-04 10:18:00,,,경찰청(UTIC),ACCIDENT,[사고] 북부간선도로 신내IC 에서 묵동IC 방향 1차로 교통사고 주의운전 ,[1060006201],127.098258280162,37.6166416225803,1060006201
190,3747686,2020-12-04 17:26:00,2020-12-04 17:24:00,2020-12-04 17:44:00,,,tbs 교통방송,ACCIDENT,강남순환로 (수서 → 금천) 봉천터널안 3차로 추돌사고 처리작업으로 또 다른 사고위험,[1200050000],126.961893,37.469561,1200050000
80,3747789,2020-12-05 09:04:23,2020-12-05 08:48:00,2020-12-05 09:18:00,,,경찰청(UTIC),ACCIDENT,[사고] 목동서로 세신비전프라자 에서 목동7단지 방향 1차로 교통사고 주의운전 ,[1140023500],126.8704454,37.5282103,1140023500
78,3747790,2020-12-05 09:04:23,2020-12-05 08:52:00,2020-12-05 09:22:00,,,경찰청(UTIC),ACCIDENT,[사고] 목동서로 목동천주교회 에서 현대투자신탁 방향 1차로 교통사고 주의운전 ,[1140015700],126.869115,37.5225451,1140015700
89,3747791,2020-12-05 09:04:23,2020-12-05 08:59:00,2020-12-05 09:29:00,,,경찰청(UTIC),ACCIDENT,[사고] 동부간선도로 수서 에서 탄천1교 방향 1차로 교통사고 주의운전 서울청,[1220001804],127.082724102899,37.4991409975769,1220001804
88,3747834,2020-12-05 09:15:00,2020-12-05 09:10:00,2020-12-05 09:30:00,,,tbs 교통방송,ACCIDENT,분당수서로 청담대교방면 (수서나들목 → 탄천1교) 1차로 승용차관련 추돌사고 처리작업으로 정체,[1220001803],127.088218,37.497303,1220001803
77,3747838,2020-12-05 09:39:00,2020-12-05 09:37:00,2020-12-05 09:57:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (가양대교 → 염창나들목) 4차로 추돌사고로 서행,[1150002303],126.868021,37.559972,1150002303
66,3747847,2020-12-05 10:14:00,2020-12-05 10:12:00,2020-12-05 10:32:00,,,tbs 교통방송,ACCIDENT,강변북로 구리방면 (가양대교 → 난지나들목) 2차로  추돌사고 처리작업으로 정체,[1130006902],126.872144,37.570987,1130006902
75,3747858,2020-12-05 11:31:00,2020-12-05 11:30:00,2020-12-05 11:50:00,,,tbs 교통방송,ACCIDENT,동부간선도로 (의정부 → 성수대교) 응봉교부근 3차로 승용차끼리 추돌사고 처리작업으로 정체,[1030001902],127.036857,37.548634,1030001902
73,3747861,2020-12-05 11:41:26,2020-12-05 11:28:00,2020-12-05 11:58:00,,,경찰청(UTIC),ACCIDENT,[사고] 동부간선도로 응봉교 에서 용비교 방향 3차로 교통사고 주의운전 서울청,[1030001902],127.034802483004,37.5468819309108,1030001902
68,3748139,2020-12-05 14:57:00,2020-12-05 14:55:00,2020-12-05 15:09:00,,,tbs 교통방송,ACCIDENT,강변북로 구리방면 (가양대교 → 난지나들목) 1차로 승용차관련 추돌사고로 정체,[1130006902],126.877515,37.567929,1130006902
84,3748157,2020-12-05 17:19:29,2020-12-05 16:47:00,2020-12-05 17:30:00,,,경찰청(UTIC),ACCIDENT,[사고] 송파대로 장지교 에서 복정역 방향 4차로 고장 차량 승용차. 후미 지체 서울청,[1230041700],127.126685061263,37.4711077207958,1230041700
74,3748220,2020-12-05 20:40:00,2020-12-05 20:38:00,2020-12-05 20:53:00,,,tbs 교통방송,ACCIDENT,"강변북로 (구리 → 일산) 마포대교 조금 못 간 지점 1차로에 있었던 승용차관련 추돌사고 처리작업은 끝났으나, 마포대교 조금 지난 지점 3차로 승용차끼리 추돌사고로 정체",[1130000402],126.943032,37.536102,1130000402
97,3748665,2020-12-06 19:25:00,2020-12-06 19:23:00,2020-12-06 19:43:00,,,tbs 교통방송,ACCIDENT,청담대교 (북단 → 남단) 남단부근 1차로 승용차끼리 추돌사고로 정체,[1220002902],127.064286,37.520475,1220002902
91,3748667,2020-12-06 19:31:00,2020-12-06 19:29:00,2020-12-06 19:49:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (한남대교 → 반포대교) 2차로 승용차관련 추돌사고 처리작업으로 정체,[1210005301],127.005848,37.514726,1210005301
8,3749472,2020-12-07 14:14:01,2020-12-07 14:14:01,2020-12-07 14:44:00,,,국토교통부,ACCIDENT,[사고] 수도권제1순환선(1000) (1차로)1차로차단사고처리중,[2320552700],126.7609,37.5869,2320552700
2,3749486,2020-12-07 14:23:26,2020-12-07 14:04:00,2020-12-07 14:34:00,,,경찰청(UTIC),ACCIDENT,[사고] 동소문로 성북녹십자약국 에서 한성대입구역 방향 3차로 교통사고 주의운전  ,[1070006302],127.006695549516,37.5887850822328,1070006302
9,3749742,2020-12-07 17:07:27,2020-12-07 16:48:00,2020-12-07 17:18:00,,,경찰청(UTIC),ACCIDENT,[사고] 반포대로 서초3동사거리 에서 교대입구 방향 1차로 고장 차량 주의운전 ,[1210016103],127.010309875692,37.4866801108187,1210016103
163,3749979,2020-12-08 08:01:00,2020-12-08 07:59:00,2020-12-08 08:19:00,,,tbs 교통방송,ACCIDENT,강변북로 구리방면 (천호대교 → 구리시계) 1차로 승용차관련 추돌사고로 정체,[1040004201],127.112389,37.552888,1040004201
171,3750574,2020-12-08 13:29:00,2020-12-08 13:10:00,2020-12-08 13:40:00,,,경기도 교통정보센터,ACCIDENT,"[사고] 강변북로 (구리방향) 가양대교 → 난지IC  5차로 통제,  차량고장",[1130006902],126.87603607,37.5688153203584,1130006902
153,3750669,2020-12-08 15:39:25,2020-12-08 15:30:00,2020-12-08 16:00:00,,,경찰청(UTIC),ACCIDENT,[사고] 구로중앙로 오금교 에서 갈산초교 방향 3차로 교통사고 주의운전  ,[1160017400],126.874633323999,37.5074827874643,1160017400
156,3750670,2020-12-08 15:39:25,2020-12-08 15:33:00,2020-12-08 16:03:00,,,경찰청(UTIC),ACCIDENT,[사고] 구로중앙로 오금교남측 에서 북측 방향 3차로 교통사고 승용차 관련. 후미 지체 서울청,[1160017400],126.874644634062,37.5074827994673,1160017400
158,3750929,2020-12-08 21:45:00,2020-12-08 21:43:00,2020-12-08 22:03:00,,,tbs 교통방송,ACCIDENT,서부간선도로 안양방면 (오목교 → 신정교) 1차로 추돌사고 처리작업으로 정체,[1180001303],126.881983,37.519366,1180001303
40,3750946,2020-12-09 07:49:00,2020-12-09 07:48:00,2020-12-09 08:08:00,,,tbs 교통방송,ACCIDENT,내부순환로 성산대교방면 (종암분기점 → 길음램프) 2차로 추돌사고 처리작업으로 사고지점 정체,[1070000600],127.031392,37.603826,1070000600
49,3750949,2020-12-09 08:46:00,2020-12-09 08:44:00,2020-12-09 09:10:00,,,tbs 교통방송,ACCIDENT,[사고] 분당수서로 (청담대교 → 분당) 수서지하차도 3차로 추돌사고로 정체,[1220001702],127.101329,37.492319,1220001702
42,3751163,2020-12-09 10:06:00,2020-12-09 10:03:00,2020-12-09 10:23:00,,,tbs 교통방송,ACCIDENT,[사고] 동부간선도로 성수대교방면 (중랑교 → 장안교) 3차로 고장차량이 서있어 정체,[1050000305],127.070402,37.58847,1050000305
104,3751949,2020-12-10 06:57:00,2020-12-10 06:55:00,2020-12-10 07:15:00,,,tbs 교통방송,ACCIDENT,올림픽대로 공항방면 (한남대교 → 반포대교) 2차로 승용차관련 추돌사고 처리작업으로 정체,[1210005301],127.005418,37.514365,1210005301
101,3751958,2020-12-10 07:46:24,2020-12-10 07:32:00,2020-12-10 08:02:00,,,경찰청(UTIC),ACCIDENT,"[사고] 천호대로 군자교 에서 군자역 방향 2,3차로 교통사고 승용차-승용차-미니버스. 후미 지체 서울청",[1040004903],127.076708871819,37.5581831820153,1040004903
116,3751993,2020-12-10 09:06:00,2020-12-10 09:03:00,2020-12-10 09:23:00,,,tbs 교통방송,ACCIDENT,"올림픽대로 (공항 → 하남) 반포대교 조금 지난 지점 5차로 승용차,화물차관련 추돌사고로 정체",[1210005402],127.004762,37.513248,1210005402
117,3751997,2020-12-10 09:20:00,2020-12-10 09:18:00,2020-12-10 09:38:00,,,tbs 교통방송,ACCIDENT,내부순환로 (성수대교 → 성산대교) 연희램프 조금 지난 지점 3차로 승용차관련 추돌사고로 정체,[1130006501],126.91591,37.56726,1130006501
51,3754431,2020-12-12 11:57:00,2020-12-12 11:55:00,2020-12-12 12:15:00,,,tbs 교통방송,ACCIDENT,올림픽대로 (하남 → 공항) 동호대교 조금 못 간 지점 4차로 승용차끼리 추돌사고로 정체,[1220005601],127.026758,37.533968,1220005601
62,3754433,2020-12-12 12:09:00,2020-12-12 12:07:00,2020-12-12 12:27:00,,,tbs 교통방송,ACCIDENT,동부간선도로 (의정부 → 성수대교) 응봉교부근 1차로 승용차관련 추돌사고 처리작업으로 정체,[1030001902],127.036087,37.547985,1030001902
13,3754653,2020-12-13 09:24:00,2020-12-13 09:17:00,2020-12-13 09:37:00,,,tbs 교통방송,ACCIDENT,올림픽대로 하남방면 (잠실철교 → 올림픽대교) 1차로 승용차관련 추돌사고로 사고위험,[1230004800],127.106308,37.526693,1230004800
11,3754666,2020-12-13 09:54:19,2020-12-13 09:15:00,2020-12-13 10:45:00,,,경찰청(UTIC),ACCIDENT,[사고] 올림픽대로 잠실철교아래 에서 하남 방향 1차로 교통사고 승용차 관련 충돌. 후미 지체 서울청,[1230004800],127.102239282457,37.5232613657023,1230004800
